user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
57181405,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
86150792,Half-Life 2,Half-Life 2 Episode One,Portal,Half-Life 2 Episode Two,Portal 2,Alien Swarm,Call of Duty Black Ops,Half-Life 2 Lost Coast,Dungeon Defenders,Deus Ex Human Revolution,Day of Defeat Source,Left 4 Dead,Half-Life,Call of Duty Black Ops - Multiplayer,"Warhammer 40,000 Dawn of War II",Call of Duty Modern Warfare 2,Counter-Strike Condition Zero,Borderlands,Grand Theft Auto IV,Age of Empires III Complete Collection
35220143,Counter-Strike,PAYDAY 2,Left 4 Dead 2,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,Counter-Strike Source,Terraria,Garry's Mod,Fallout New Vegas,Fallout 4,Team Fortress 2,DayZ,The Elder Scrolls V Skyrim,Rust,War Thunder,Day of Defeat Source,Far Cry 3,Mafia II,Warframe
73457750,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Source,The Elder Scrolls V Skyrim,Counter-Strike Global Offensive,Half-Life 2 Deathmatch,Counter-Strike,Sid Meier's Civilization V,War Thunder,Half-Life 2 Lost Coast,Alien Swarm,Day of Defeat Source,Empire Total War,Left 4 Dead 2,Terraria,Insurgency Modern Infantry Combat,Counter-Strike Condition Zero,Natural Selection 2
101369449,Zombie Panic Source,Insurgency Modern Infantry Combat,Age of Chivalry,Synergy,Day of Defeat Source,Call of Duty 4 Modern Warfare,Call of Duty Black Ops II - Zombies,Half-Life 2 Deathmatch,Serious Sam HD The Second Encounter,Day of Defeat,Source Filmmaker,Counter-Strike Condition Zero,Half-Life,Half-Life 2 Lost Coast,METAL GEAR SOLID V THE PHANTOM PAIN,Homefront,Blacklight Retribution,Half-Life Opposing Force,Guns of Icarus Online,Town of Salem
235139665,Unturned,Heroes & Generals,Counter-Strike Nexon Zombies,Trove,Tom Clancy's Ghost Recon Phantoms - NA,Warface,PAYDAY The Heist,FreeStyle2 Street Basketball,BLOCKADE 3D,Call of Duty Black Ops II - Multiplayer,APB Reloaded,PAYDAY 2,Fallout 4,METAL GEAR SOLID V THE PHANTOM PAIN,No More Room in Hell,Garry's Mod,Warframe,theHunter,Dungeon Siege III,Assassin's Creed IV Black Flag
114912926,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,Free to Play,FreeStyle2 Street Basketball,War Thunder,Empire Total War,GunZ 2 The Second Duel,How to Survive,Fable - The Lost Chapters,Trove,Call of Duty Black Ops - Multiplayer,Left 4 Dead 2,Castle Crashers
275875486,Unturned,Sakura Clicker,SMITE,TERA,Block N Load,Counter-Strike Nexon Zombies,Loadout,Nosgoth,7 Days to Die,Dirty Bomb,Spore,Tom Clancy's Ghost Recon Phantoms - NA,Archeblade,Heroes & Generals,ORION Prelude,Aftermath,HuniePop,Call of Duty Black Ops II - Multiplayer,Broforce,Worms Revolution
79219608,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
92025878,Rust,XCOM Enemy Unknown,Age of Empires II HD Edition,Age of Empires III Complete Collection,Fallout New Vegas,War Thunder,Terraria,PAYDAY 2,The Elder Scrolls V Skyrim,Total War SHOGUN 2,Supreme Commander Forged Alliance,Supreme Commander,Dishonored,Company of Heroes (New Steam Version),"Warhammer 40,000 Dawn of War II  Retribution",Chivalry Medieval Warfare,Counter-Strike Source,Left 4 Dead 2,Star Wars Knights of the Old Republic,Torchlight
302930650,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
235398879,Dota 2,Don't Starve Together Beta,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,FreeStyle2 Street Basketball,DmC Devil May Cry,DARK SOULS II,Ori and the Blind Forest,BattleBlock Theater,Resident Evil 6 / Biohazard 6,The Witcher 2 Assassins of Kings Enhanced Edition,Dark Souls Prepare to Die Edition,SpeedRunners,Brawlhalla,One Finger Death Punch,The Witcher 3 Wild Hunt,Tomb Raider,Tom Clancy's Splinter Cell Conviction,Alan Wake,SOMA,Resident Evil Revelations 2 / Biohazard Revela...
224586627,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
57424113,PAYDAY 2,Counter-Strike Condition Zero,Call of Duty Black Ops,Counter-Strike Source,Counter-Strike,Terraria,Call of Duty Black Ops - Multiplayer,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,Garry's Mod,Half-Life 2,Empire Total War,Fallout 4,Day of Defeat Source,War Thunder,Borderlands 2,Team Fortress 2,Half-Life 2 Episode Two,Napoleon Total War,Torchlight II
130290346,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7757631,Counter-Strike,PAYDAY 2,Left 4 Dead 2,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Source,Day of Defeat,Terraria,Garry's Mod,Fallout New Vegas,Fallout 4,Team Fortress 2,DayZ,The Elder Scrolls V Skyrim,Rust,War Thunder,Day of Defeat Source,Mafia II,Far Cry 3,Warframe
105741405,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
130753596,Total War ROME II - Emperor Edition,Napoleon Total War,Empire Total War,Total War ATTILA,Medieval II Total War,Wolfenstein The New Order,Call of Duty Advanced Warfare,Grand Theft Auto V,Besiege,Total War SHOGUN 2,Company of Heroes 2,Robocraft,Far Cry 3,Euro Truck Simulator 2,R.U.S.E,PAYDAY 2,DiRT Rally,ARK Survival Evolved,War Thunder,Call of Duty Advanced Warfare - Multiplayer
34102593,Left 4 Dead 2,Counter-Strike Condition Zero,Counter-Strike Global Offensive,Counter-Strike,Counter-Strike Condition Zero Deleted Scenes,Fallout New Vegas,Day of Defeat,Arma 2 Operation Arrowhead,DayZ,Rocket League,PAYDAY The Heist,Mafia II,PAYDAY 2,Call of Duty Modern Warfare 2 - Multiplayer,Insurgency,Fallout 4,Day of Defeat Source,The Walking Dead,Sid Meier's Civilization V,Call of Duty Modern Warfare 2
104635003,Dota 2,War Thunder,Terraria,Counter-Strike Source,Team Fortress 2,Heroes & Generals,Robocraft,Garry's Mod,PAYDAY 2,Warframe,Clicker Heroes,Trove,Don't Starve Together Beta,Empire Total War,The Elder Scrolls V Skyrim,Rust,Grand Theft Auto V,Counter-Strike,The Forest,Castle Crashers
30739537,Counter-Strike,PAYDAY 2,Counter-Strike Condition Zero,Left 4 Dead 2,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,Counter-Strike Source,Terraria,Garry's Mod,Fallout New Vegas,Fallout 4,DayZ,Team Fortress 2,War Thunder,The Elder Scrolls V Skyrim,Rust,Day of Defeat Source,Mafia II,Far Cry 3,Warframe
216023925,Team Fortress 2,Garry's Mod,Counter-Strike Source,The Elder Scrolls V Skyrim,Warframe,Unturned,Borderlands 2,Left 4 Dead 2,Sid Meier's Civilization V,Call of Duty Modern Warfare 3 - Multiplayer,Football Manager 2013,PAYDAY 2,DC Universe Online,Dota 2,Football Manager 2015,Age of Empires II HD Edition,Empire Total War,Robocraft,Counter-Strike,Half-Life 2 Deathmatch
215079073,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
38937590,Call of Duty Modern Warfare 3,Age of Empires II HD Edition,Portal,Call of Duty Modern Warfare 3 - Multiplayer,Star Trek Online,Half-Life 2,"Warhammer 40,000 Dawn of War II",Aliens vs. Predator,Left 4 Dead,Portal 2,Star Conflict,DC Universe Online,America's Army 3,Sins of a Solar Empire Trinity,The Sims(TM) 3,Football Manager 2013,Tropico 4,Call of Duty Modern Warfare 2,Football Manager 2015,BookWorm Adventures Volume 2
61530197,The Witcher Enhanced Edition,Napoleon Total War,LEGO MARVEL Super Heroes,Sniper Elite 3,Tropico 4,The Witcher 3 Wild Hunt,Fable - The Lost Chapters,DiRT Rally,FINAL FANTASY XIV A Realm Reborn,Total War ROME II - Emperor Edition,Just Cause 2,Thief,Game of Thrones - A Telltale Games Series,Wargame Red Dragon,Banished,Arma 3,Age of Mythology Extended Edition,Plague Inc Evolved,Call of Duty Black Ops - Multiplayer,BioShock Infinite
120725727,Counter-Strike Global Offensive,Left 4 Dead 2,H1Z1,Sid Meier's Civilization V,Rocket League,Killing Floor,Call of Duty Modern Warfare 2 - Multiplayer,Fallout New Vegas,Saints Row The Third,The Elder Scrolls V Skyrim,DayZ,Arma 2 Operation Arrowhead,Unturned,Counter-Strike,Call of Duty Modern Warfare 3 - Multiplayer,Far Cry 3,Team Fortress 2,Fallout 4,Portal 2,PAYDAY 2
233726801,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Free to Play,Natural Selection 2,Company of Heroes (New Steam Version),Football Manager 2015,Grand Theft Auto V
29001140,Unturned,DOOM 3 BFG Edition,Call of Duty Advanced Warfare,State of Decay,Fallout 4,Arma 3,Watch_Dogs,Fable - The Lost Chapters,Wolfenstein The New Order,Metro Last Light Redux,Sniper Elite 3,METAL GEAR SOLID V THE PHANTOM PAIN,The Evil Within,METAL GEAR SOLID V GROUND ZEROES,Warface,Homefront,METAL GEAR RISING REVENGEANCE,Metro 2033,Call of Duty Advanced Warfare - Multiplayer,GunZ 2 The Second Duel
38853323,FreeStyle2 Street Basketball,BattleBlock Theater,Tomb Raider,Don't Starve Together Beta,The Witcher 2 Assassins of Kings Enhanced Edition,Brawlhalla,Tropico 3 - Steam Special Edition,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Castle Crashers,SpeedRunners,World of Guns Gun Disassembly,BioShock Infinite,Call of Duty Black Ops III,RACE 07,Resident Evil 6 / Biohazard 6,Strife,DARK SOULS II,Lego Harry Potter,DmC Devil May Cry,Knights of Pen and Paper +1
174342589,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
191576449,Garry's Mod,Team Fortress 2,Dota 2,Warframe,Portal 2,Assassin's Creed III,Metro 2033,H1Z1,Mafia II,Tom Clancy's Ghost Recon Phantoms - EU,Sid Meier's Civilization V,Borderlands 2,PROTOTYPE 2,Happy Wars,Assassin's Creed Brotherhood,The Elder Scrolls V Skyrim,Assassin's Creed IV Black Flag,Grand Theft Auto IV,Call of Duty World at War,Goat Simulator
116955153,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
218918267,Call of Duty Modern Warfare 3,Portal 2,Portal,Half-Life 2,Grand Theft Auto IV,Batman Arkham City GOTY,Call of Duty Modern Warfare 2,GRID Autosport,Left 4 Dead,Batman Arkham Asylum GOTY Edition,Batman Arkham Origins,Deus Ex Human Revolution - Director's Cut,H1Z1,Assetto Corsa,Goat Simulator,Half-Life 2 Episode One,Call of Duty Black Ops III,PROTOTYPE 2,Grand Theft Auto Episodes from Liberty City,Trine 2
91020997,"Warhammer 40,000 Dawn of War II  Retribution",Company of Heroes 2,Age of Empires III Complete Collection,"Warhammer 40,000 Space Marine","Warhammer 40,000 Dawn of War II",Age of Empires II HD Edition,Tropico 4,Company of Heroes (New Steam Version),Half-Life 2,XCOM Enemy Unknown,Planetary Annihilation,Prison Architect,FTL Faster Than Light,Stronghold 3,Company of Heroes,Source Filmmaker,Call of Duty Modern Warfare 2,Supreme Commander 2,Left 4 Dead,Democracy 3
164047422,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
263759304,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
165580763,Call of Duty Modern Warfare 3,Age of Empires II HD Edition,Star Trek Online,Portal,Half-Life 2,Call of Duty Modern Warfare 3 - Multiplayer,Aliens vs. Predator,Tropico 4,America's Army 3,DC Universe Online,Football Manager 2015,Sins of a Solar Empire Trinity,Space Engineers,APB Reloaded,Left 4 Dead,Star Conflict,"Warhammer 40,000 Dawn of War II",Kerbal Space Program,Football Manager 2013,Sniper Elite V2
288155906,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
42935819,Left 4 Dead 2,Football Manager 2011,Football Manager 2012,Football Manager 2010,Football Manager 2014,Football Manager 2013,Sid Meier's Civilization V,Counter-Strike Global Offensive,Football Manager 2009,The Elder Scrolls V Skyrim,Call of Duty Modern Warfare 2 - Multiplayer,Football Manager 2015,Team Fortress 2,Napoleon Total War,Football Manager 2016,Call of Duty Black Ops III,Rocket League,Football Manager 2016 Demo,Pro Cycling Manager 2013,Medieval II Total War
212069898,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
191299959,Unturned,Counter-Strike Nexon Zombies,Heroes & Generals,Trove,Tom Clancy's Ghost Recon Phantoms - NA,Warface,FreeStyle2 Street Basketball,PAYDAY The Heist,BLOCKADE 3D,Call of Duty Black Ops II - Multiplayer,Fallout 4,Garry's Mod,APB Reloaded,Warframe,METAL GEAR SOLID V THE PHANTOM PAIN,PAYDAY 2,Assassin's Creed IV Black Flag,Dungeon Siege III,No More Room in Hell,Red Orchestra Ostfront 41-45
189818681,Portal 2,Portal,Garry's Mod,Team Fortress 2,Half-Life 2,Borderlands 2,Warframe,Left 4 Dead 2,Sid Meier's Civilization V,Grand Theft Auto IV,The Elder Scrolls V Skyrim,Call of Duty Modern Warfare 3,Half-Life 2 Episode Two,Call of Duty Modern Warfare 3 - Multiplayer,Half-Life 2 Episode One,Call of Duty Modern Warfare 2 - Multiplayer,DC Universe Online,Killing Floor,Unturned,Counter-Strike Source
195584941,Unturned,Warframe,Garry's Mod,Team Fortress 2,Defiance,BLOCKADE 3D,Loadout,PlanetSide 2,Borderlands 2,Counter-Strike Source,Warface,Goat Simulator,Clicker Heroes,DC Universe Online,Blacklight Retribution,Trove,Grand Theft Auto V,Magic Duels,No More Room in Hell,War Thunder
199779448,Team Fortress 2,Garry's Mod,Counter-Strike Source,The Elder Scrolls V Skyrim,Warframe,Unturned,Borderlands 2,Sid Meier's Civilization V,Left 4 Dead 2,Football Manager 2013,Call of Duty Modern Warfare 3 - Multiplayer,PAYDAY 2,Dota 2,DC Universe Online,Empire Total War,Football Manager 2015,Counter-Strike,Age of Empires II HD Edition,Half-Life 2 Deathmatch,Robocraft
245708711,Arma 2 Operation Arrowhead,Counter-Strike Global Offensive,Rocket League,Fallout New Vegas,PAYDAY The Heist,Insurgency,Left 4 Dead 2,H1Z1,Mafia II,DayZ,Arma 2,Unturned,Heroes & Generals,Sniper Elite V2,Sid Meier's Civilization V,Call of Duty Black Ops II - Multiplayer,Euro Truck Simulator 2,Rising Storm/Red Orchestra 2 Multiplayer,GRID 2,PAYDAY 2
155964819,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Free to Play,Natural Selection 2,Company of Heroes (New Steam Version),Football Manager 2015,Grand Theft Auto V
281084246,Toribash,Fistful of Frags,BLOCKADE 3D,No More Room in Hell,The Expendabros,Realm of the Mad God,DRAGON BALL XENOVERSE,Surgeon Simulator,AdVenture Capitalist,Five Nights at Freddy's,APB Reloaded,HuniePop,Call of Duty World at War,The Escapists,Goat Simulator,Town of Salem,BattleBlock Theater,Blacklight Retribution,POSTAL 2,Cry of Fear
48058475,Day of Defeat Source,DC Universe Online,Counter-Strike Source,Alien Swarm,Half-Life 2 Deathmatch,Left 4 Dead,Team Fortress 2,Half-Life 2 Lost Coast,Duke Nukem Forever,Half-Life 2,Age of Empires II HD Edition,Portal,The Elder Scrolls V Skyrim,Borderlands 2,Half-Life 2 Episode One,F.E.A.R. 2 Project Origin,Call of Duty Modern Warfare 2,Sniper Elite V2,Grand Theft Auto V,Garry's Mod
247336676,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Free to Play,Natural Selection 2,Company of Heroes (New Steam Version),Football Manager 2015,Grand Theft Auto V
120169360,Fallout New Vegas,Tomb Raider,Call of Duty Modern Warfare 3,Call of Duty Black Ops,MotoGP14,Rocket League,Napoleon Total War,BioShock Infinite,Hitman Absolution,Call of Duty Modern Warfare 2,Mount & Blade Warband,Football Manager 2012,H1Z1,Banished,Cities XL 2012,Company of Heroes 2,Arma 3,The Witcher 2 Assassins of Kings Enhanced Edition,Portal,Call of Duty Black Ops - Multiplayer
99640715,Crusader Kings II,Pillars of Eternity,Anno 2070,The Sims(TM) 3,ARK Survival Evolved,Kerbal Space Program,Medieval II Total War,Age of Wonders III,Cities Skylines,The Escapists,Omerta - City of Gangsters,Ultra Street Fighter IV,Elite Dangerous,Spintires,DARK SOULS II Scholar of the First Sin,Project Zomboid,Endless Space,This War of Mine,Total War ROME II - Emperor Edition,Prison Architect
191203821,The Expendabros,Toribash,Fistful of Frags,HuniePop,DRAGON BALL XENOVERSE,BattleBlock Theater,Loadout,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Archeblade,Realm of the Mad God,Five Nights at Freddy's,Robocraft,Town of Salem,Dead Island Epidemic,Mortal Kombat Komplete Edition,APB Reloaded,MicroVolts Surge,Call of Duty World at War,Sakura Clicker,NBA 2K15
188615226,Unturned,Counter-Strike Nexon Zombies,BLOCKADE 3D,Heroes & Generals,No More Room in Hell,Happy Wars,Warface,Tom Clancy's Ghost Recon Phantoms - EU,Tom Clancy's Ghost Recon Phantoms - NA,Trove,Assassin's Creed IV Black Flag,Defiance,Fallout 4,Blacklight Retribution,PAYDAY The Heist,Call of Duty Black Ops II - Multiplayer,Warframe,Garry's Mod,WARMODE,Dirty Bomb
283597302,Tomb Raider,BioShock Infinite,The Witcher 2 Assassins of Kings Enhanced Edition,Rocket League,Fallout New Vegas,Metro Last Light,Far Cry 4,Fallout 4,The Witcher 3 Wild Hunt,Mortal Kombat X,The Witcher Enhanced Edition,METAL GEAR SOLID V THE PHANTOM PAIN,Max Payne 3,Hitman Absolution,Sniper Elite 3,Call of Duty Advanced Warfare - Multiplayer,Wolfenstein The New Order,Just Cause 2,Fable - The Lost Chapters,Spec Ops The Line
129925351,Blacklight Retribution,Guns of Icarus Online,Age of Empires II HD Edition,Cities Skylines,Rust,Insurgency Modern Infantry Combat,Tabletop Simulator,7 Days to Die,Source Filmmaker,Gotham City Impostors Free To Play,Trove,Torchlight II,Warframe,Orcs Must Die! 2,ARK Survival Evolved,Amnesia The Dark Descent,Infestation Survivor Stories,Orcs Must Die!,Depth,Left 4 Dead 2
186310598,Team Fortress 2,Garry's Mod,Counter-Strike Source,Robocraft,The Elder Scrolls V Skyrim,Warframe,Unturned,Borderlands 2,PAYDAY 2,Call of Duty Modern Warfare 3 - Multiplayer,Sid Meier's Civilization V,DC Universe Online,Empire Total War,Age of Empires II HD Edition,Euro Truck Simulator 2,Dota 2,Left 4 Dead 2,Half-Life 2 Deathmatch,War Thunder,Football Manager 2013
29081256,Team Fortress 2,Garry's Mod,DC Universe Online,Aliens vs. Predator,Left 4 Dead 2,Half-Life 2,Call of Duty Modern Warfare 3 - Multiplayer,Warframe,Alien Swarm,Call of Duty Modern Warfare 2 - Multiplayer,Medal of Honor(TM) Multiplayer,Counter-Strike Source,Portal 2,Duke Nukem Forever,The Elder Scrolls V Skyrim,Left 4 Dead,"Warhammer 40,000 Dawn of War II",Football Manager 2013,Half-Life 2 Episode One,Borderlands 2
148939255,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
202625117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
141012357,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
70970228,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Far Cry 3,Left 4 Dead 2,Fallout New Vegas,Borderlands 2,BioShock Infinite,Rust,Torchlight II,Team Fortress 2,Tomb Raider,PAYDAY 2,Grand Theft Auto V,The Witcher 2 Assassins of Kings Enhanced Edition,Counter-Strike Source,Garry's Mod,Terraria,Counter-Strike Global Offensive,Dishonored,The Witcher Enhanced Edition
300645203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
295613222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
246210997,Call of Duty Modern Warfare 3,Aliens vs. Predator,Portal,Left 4 Dead,Portal 2,"Warhammer 40,000 Dawn of War II  Retribution",DC Universe Online,Call of Duty Modern Warfare 2,Half-Life 2,Call of Duty Modern Warfare 3 - Multiplayer,Age of Empires II HD Edition,Duke Nukem Forever,"Warhammer 40,000 Dawn of War II",Sniper Elite V2,Deus Ex Human Revolution,Tropico 4,Star Trek Online,H1Z1,Company of Heroes 2,The Binding of Isaac Rebirth
259038184,Grand Theft Auto V,Saints Row 2,Dead Island,Just Cause 2,Saints Row IV,The Forest,Napoleon Total War,TERA,Trine 2,Terraria,The Binding of Isaac Rebirth,Killing Floor,Project CARS,Kerbal Space Program,The Witcher Enhanced Edition,War Thunder,Saints Row The Third,Borderlands 2,Far Cry 3,ARK Survival Evolved
210046841,Unturned,Counter-Strike Nexon Zombies,Heroes & Generals,Trove,Tom Clancy's Ghost Recon Phantoms - NA,FreeStyle2 Street Basketball,Warface,PAYDAY The Heist,BLOCKADE 3D,Call of Duty Black Ops II - Multiplayer,Garry's Mod,Warframe,Fallout 4,APB Reloaded,METAL GEAR SOLID V THE PHANTOM PAIN,PAYDAY 2,Dungeon Siege III,Assassin's Creed IV Black Flag,Team Fortress 2,No More Room in Hell
244293895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
84318201,Half-Life 2,Chivalry Medieval Warfare,Dead Island,XCOM Enemy Unknown,Don't Starve Together Beta,Alien Swarm,Portal,Age of Empires II HD Edition,Borderlands,DC Universe Online,The Witcher Enhanced Edition,Half-Life 2 Episode One,Total War SHOGUN 2,Don't Starve,Dishonored,Synergy,Torchlight,Age of Empires III Complete Collection,Borderlands The Pre-Sequel,The Binding of Isaac Rebirth
300991661,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
108315158,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Free to Play,Company of Heroes (New Steam Version),Natural Selection 2,Football Manager 2015,Grand Theft Auto V
159139948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
8817922,Dota 2,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,FreeStyle2 Street Basketball,BattleBlock Theater,Counter-Strike Global Offensive,Heroes & Generals,Don't Starve Together Beta,Rocket League,Resident Evil Revelations 2 / Biohazard Revela...,METAL GEAR SOLID V THE PHANTOM PAIN,No More Room in Hell,One Finger Death Punch,DmC Devil May Cry,Brawlhalla,Resident Evil 6 / Biohazard 6,GunZ 2 The Second Duel,Day of Defeat,Call of Duty Ghosts - Multiplayer,DiggerOnline,Trials Evolution Gold Edition
61409763,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
42849279,Age of Empires II HD Edition,Call of Duty Modern Warfare 3 - Multiplayer,Left 4 Dead 2,The Elder Scrolls V Skyrim,Team Fortress 2,Sid Meier's Civilization V,Call of Duty Modern Warfare 2 - Multiplayer,Football Manager 2009,Football Manager 2015,Football Manager 2014,Football Manager 2011,Football Manager 2010,Football Manager 2013,Left 4 Dead,"Warhammer 40,000 Dawn of War II",The Sims(TM) 3,Counter-Strike Source,Portal 2,RollerCoaster Tycoon 3 Platinum!,Portal
146145063,War Thunder,Grand Theft Auto V,Chivalry Medieval Warfare,Robocraft,Euro Truck Simulator 2,Mortal Kombat X,PlanetSide 2,Terraria,Dead Island,PAYDAY 2,Dishonored,Battlefield Bad Company 2,The Witcher Enhanced Edition,Clicker Heroes,Total War SHOGUN 2,BioShock Infinite,Darksiders II,The Forest,Saints Row 2,The Witcher 3 Wild Hunt
302563555,BLOCKADE 3D,No More Room in Hell,Unturned,Warface,Trove,WARMODE,Heroes & Generals,APB Reloaded,Counter-Strike Nexon Zombies,Tactical Intervention,Panzar,Goat Simulator,theHunter,Loadout,Defiance,Fistful of Frags,Dirty Bomb,Mitos.is The Game,Mafia II,Aftermath
163961414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
144516443,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
155993090,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
193784721,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
170911456,Portal 2,Neverwinter,Portal,RIFT,Half-Life 2,Magicka Wizard Wars,The Binding of Isaac Rebirth,Grand Theft Auto IV,PlanetSide 2,Trine 2,South Park The Stick of Truth,Don't Starve,Borderlands,Marvel Heroes 2015,Magicka,Path of Exile,Chivalry Medieval Warfare,Realm of the Mad God,AdVenture Capitalist,DC Universe Online
182076616,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
211270134,Counter-Strike Global Offensive,Left 4 Dead 2,Fallout New Vegas,Sid Meier's Civilization V,H1Z1,The Elder Scrolls V Skyrim,Rocket League,No More Room in Hell,DayZ,Aftermath,Rust,Arma 2 Operation Arrowhead,Euro Truck Simulator 2,Nosgoth,7 Days to Die,Call of Duty Black Ops II - Multiplayer,Heroes & Generals,Insurgency,SMITE,AdVenture Capitalist
246056879,Dota 2,Serious Sam 3 BFE,Grand Theft Auto V,Saints Row 2,Dying Light,Need for Speed Hot Pursuit,Duke Nukem Forever,Serious Sam HD The Second Encounter,FINAL FANTASY XIV A Realm Reborn,Archeblade,Worms Reloaded,GunZ 2 The Second Duel,Gotham City Impostors Free To Play,Torchlight II,Saints Row IV,LIMBO,Bloodline Champions,Mortal Kombat Komplete Edition,Counter-Strike Global Offensive,AdVenture Capitalist
