name,all_reviews,developer,publisher,popular_tags,game_details,genre,mature_content,minimum_requirements,original_price
ts marketplace: alaska railroad scenario pack 01,,Trains & Drivers,"Dovetail Games - Trains,Dovetail Games - Trains",Simulation,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,In-App Purchases,Steam Cloud,Steam Leaderboards",Simulation,,"Minimum for 32-bit:,OS:,32-bit Windows 7 Service Pack 1, 8.1 or 10 Required (Other OS versions and types are not supported),Processor:,Intel Core-i3 4330 3.50 GHz Dual Core or AMD A8 6600K 3.90 GHz Quad Core or Better,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 Graphics with 1 GB Dedicated VRAM or Better,DirectX®:,9.0c,Network:,Broadband Connection (May incur additional costs for use),Storage:,40 GB or more available space (Additional Add-Ons will require more),Sound Card:,DirectX Compatible Audio Device,Additional Notes:,Requires mouse and keyboard or Xbox Controller,Laptop, Notebook, Mobile or Low Power versions of the above specifications (including Intel or Integrated Graphics) may work but are not supported. Updates to Chipset, Graphics and Audio Device Drivers may be required. For information relating to recommended specifications for Train Simulator 64-bit, please refer to the Train Simulator 2019 User Guide.",$9.99 
unto the end,,2 Ton Studios,"Big Sugar,Big Sugar","Indie,Violent,Adventure,Action,2D,Atmospheric,Cinematic,Singleplayer,Swordplay,Blood,Exploration,Tactical,Action-Adventure,Difficult,Minimalist","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",,
valfaris,,Steel Mantis,"Big Sugar,Big Sugar","Action,Indie,Pixel Graphics,Gore,Retro,Platformer,Sci-fi,Metroidvania,2D,Side Scroller,Singleplayer,Horror,Gothic,Great Soundtrack,Dark,Science,Fantasy,Old School,Shoot 'Em Up,Puzzle-Platformer","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Indie",,,Now Available
lost words: beyond the page,,"Sketchbook Games,Fourth State","Modus Games,Modus Games","Indie,Casual,Adventure,Side Scroller,Great Soundtrack,Singleplayer,Action,Female Protagonist,Cute,Colorful,Supernatural,Puzzle,Word Game,Family Friendly","Single-player,Full controller support","Action,Adventure,Casual,Indie",,"Minimum:,OS:,Windows 7,Processor:,Intel Core 2 Duo or equivalent,Memory:,2 GB RAM,Graphics:,Graphics Card with support for DirectX 11,DirectX:,Version 11,Storage:,3 GB available space",
monster sanctuary,,Moi Rai Games,"Team17 Digital Ltd,Team17 Digital Ltd","RPG,Adventure,Indie,Pixel Graphics,Strategy,2D,Metroidvania,Exploration,Platformer,Action,Open World,Singleplayer,Side Scroller,Difficult,Crafting,Atmospheric,Controller,Cute,Story Rich,Great Soundtrack","Single-player,Full controller support","Adventure,Indie,RPG,Strategy",,,
yu-no: a girl who chants love at the bound of this world,,MAGES. Inc.,"Spike Chunsoft Co., Ltd.,Spike Chunsoft Co., Ltd.","Adventure,Visual Novel,Anime,Story Rich","Single-player,Steam Achievements,Partial Controller Support",Adventure,,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows: 7/8.1/10 (64-bit),Processor:,Intel Core i5,Memory:,4 GB RAM,Graphics:,Geforce (VRAM 1GB or better),Storage:,15 GB available space,Sound Card:,DirectX compatible soundcard or onboard chipset",
silent night,,Darkling Room,"Iceberg Interactive,Iceberg Interactive","Adventure,Indie,Story Rich,Mystery,Singleplayer,Atmospheric,Puzzle,Horror","Single-player,Full controller support","Adventure,Indie",,,
zombie teacher,,Edgy Games,"Edgy Games,Edgy Games",Indie,"Single-player,Multi-player,Local Multi-Player,Co-op,Local Co-op,Shared/Split Screen,Partial Controller Support",Indie,,,$1.99 
vikings - wolves of midgard,"Mixed,(2,044),- 55% of the 2,044 user reviews for this game are positive.",Games Farm,"Kalypso Media Digital,Kalypso Media Digital","RPG,Hack and Slash,Action RPG,Action,Mythology,Fantasy,Gore,Isometric,Co-op,Nudity,Violent,Multiplayer,Singleplayer,Medieval,Online Co-Op,Top-Down,Loot,Dark Fantasy,Adventure,Local Co-Op","Single-player,Online Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",,"Minimum:,OS:,Windows 7/8/10 64Bit Versions,Processor:,Intel Compatible 2.1 GHz Dual Core,Memory:,4 GB RAM,Graphics:,GTX460 2GB or compatible,DirectX:,Version 11,Storage:,10 GB available space",$29.99 
steel division 2 - history pass,,Eugen Systems,"Eugen Systems,Eugen Systems","Indie,Strategy,RTS,World War II,Simulation,Action,Singleplayer,Moddable,Turn-Based Strategy,Co-op,Real-Time with Pause,Realistic,War,Replay Value,Multiplayer,Tactical","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Steam Workshop,Steam Cloud","Indie,Strategy",,"Minimum:,Additional Notes:,TBC",
timezonearena - 时间角斗场,,Cerberus Studio,"Snail Games USA,Snail Games USA","Early Access,Strategy,Adventure,Indie,Early Access,Gore,Violent,Massively Multiplayer",Online Multi-Player,"Adventure,Indie,Massively Multiplayer,Strategy,Early Access", Mature Content Description  The developers describe the content like this:  contain strong violence and blood  ,,
oninaki,,Tokyo RPG Factory,"Square Enix,Square Enix","RPG,Action,Violent,JRPG,Anime","Single-player,Steam Achievements,Full controller support","Action,RPG"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,OS:,tbc",
one last crane,,"Blissful Work's,DigitalEZ","DigitalEZ,DigitalEZ","Free to Play,Anime,Adventure,Visual Novel,Indie,Casual","Single-player,Steam is learning about this game 
									","Adventure,Casual,Free to Play,Indie",,,
runner3 - official soundtrack,,Choice Provisions,,"Action,Indie","Single-player,Downloadable Content,Full controller support,Steam Cloud,Profile Features Limited 
									","Action,Indie",,"Minimum:,Storage:,350 MB available space,Sound Card:,It's a soundtrack, so a sound card could come in handy.,Minimum:,Storage:,350 MB available space,Sound Card:,It's a soundtrack, so a sound card could come in handy.",$9.99 
fantasy grounds - interface zero 2.0: extraction with extreme prejudice (savage worlds),,"SmiteWorks USA, LLC",,"Strategy,RPG,Indie,Turn-Based,Software,Sci-fi,Online Co-Op,Utilities,Party-Based RPG","Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content","Indie,RPG,Strategy",,"Minimum:,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,DirectX:,Version 9.0c,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,a sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,Requirements vary by the add-ons installed and the number of players connecting to your game.,Minimum:,OS:,10.6.8 or newer,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,A sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,This product uses a wine wrapper to simplify installation",$4.99 
cube universe,"Mostly Positive,(10),- 70% of the 10 user reviews for this game are positive.",Beosar,"Beosar,Beosar","Early Access,Indie,Early Access,RPG,Pixel Graphics,Crafting,Sandbox,Open World,Procedural Generation,Building,Multiplayer,Singleplayer,Exploration,Survival,Voxel,Fantasy,Sci-fi,Action,Mining,Space","Single-player,Multi-player,Online Multi-Player,Local Multi-Player","Indie,RPG,Early Access",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows Vista or later,Processor:,Intel i5-2400 or AMD FX-6300,Memory:,8 GB RAM,Graphics:,nVidia GTX 560 Ti or equivalent GPU,DirectX:,Version 11,Storage:,1 GB available space,Additional Notes:,Mouse with mousewheel, Internet connection (2 mbps) for online multiplayer",
life is strange 2 - arcadia bay patches dlc,,DONTNOD Entertainment,"Square Enix,Square Enix","Adventure,Sexual Content","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ","Minimum:,OS:,Windows 7 or above (64-bit Operating System Required),Processor:,Intel Core i3-2100 (3.1GHz) or AMD Phenom X4 945 (3.0GHz),Memory:,4 GB RAM,Graphics:,Nvidia GeForce GTX 650 2GB or AMD Radeon HD 7770 2GB,DirectX:,Version 11,Storage:,14 GB available space",
sydney hunter and the curse of the mayan,,CollectorVision,"CollectorVision,CollectorVision","Action,Adventure,Indie","Single-player,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie",,"Minimum:,OS:,Windows 7 or newer,Processor:,Intel i5 1.8 Ghz or higher,Memory:,4 GB RAM,Graphics:,512mb DirectX Compliant,Storage:,1 GB available space,Minimum:,OS:,macOS 10.13 or greater,Processor:,1.6 GHz Intel Core i5,Memory:,4 GB RAM,Graphics:,intel Iris Plus,Storage:,300 MB available space",
tsioque - digital artbook,,"OhNoo Studio,Smile","OhNoo Studio,OhNoo Studio","Adventure,Indie,Casual,Hand-drawn,Point & Click,Lore-Rich,Story Rich,Kickstarter,Cartoon","Single-player,Downloadable Content,Profile Features Limited 
									","Adventure,Casual,Indie",,"Minimum:,OS:,Microsoft® Windows® XP/Vista/7/8/10,Processor:,Intel® Core™ 2 Duo 2.2 GHz, AMD Athlon™ X2 2.4 GHz, or higher,Memory:,2 GB RAM,Graphics:,512 MB RAM,Storage:,2 GB available space,Sound Card:,Windows Compatible Card,Minimum:,OS:,Snow Leopard 10.6.3 or later,Processor:,Intel® Core™ 2 Duo 2 GHz,Memory:,2 GB RAM,Storage:,2 GB available space",$1.99 
a.n.n.e,,Gamesbymo Inc.,"Gamesbymo Inc.,Gamesbymo Inc.","Early Access,Indie,RPG,Action,Adventure,Early Access","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie,RPG,Early Access",,"Minimum:,OS:,Microsoft Windows 7,Memory:,2 GB RAM,Graphics:,[GT710]  [HD7750],Storage:,2 GB available space,Sound Card:,any,Minimum:,OS:,MAC OS 10.12,Processor:,2.2 ghz,Memory:,2 GB RAM,Storage:,2 GB available space,Minimum:,OS:,Linux : Ubuntu,Processor:,2.2 ghz,Memory:,2 GB RAM,Storage:,2 GB available space",
partial control,,Cavern Head,"Cavern Head,Cavern Head","Simulation,Indie,Strategy,Procedural Generation,Sci-fi,Dark,Artificial Intelligence,Turn-Based Tactics","Single-player,Steam Achievements,Includes level editor,Steam is learning about this game 
									","Indie,Simulation,Strategy", Mature Content Description  The developers describe the content like this:  There is mainly fights with cyborgs shooting each other and stabbing each other. The cyborgs are completely metallic so there is no blood and the style of the game is not realistic.  ,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 SP1+, 8, 10, 64bit,Processor:,Intel core i5-3210M CPU @2.5GHz,Memory:,4 GB RAM,Graphics:,Geforce GT 630 2GB,Storage:,2 GB available space,Sound Card:,non,Additional Notes:,If the free demo works the whole game will work.",$24.99 
escape artist,,Kyle Frick,"Kyle Frick,Kyle Frick","Indie,VR","Single-player,Steam is learning about this game 
									",Indie,,,
freddy's journey,,Grim World Company,"Grim World Company,Grim World Company","Adventure,2D,Platformer,Puzzle,Minimalist,Great Soundtrack,Puzzle-Platformer","Single-player,Steam Achievements,Full controller support,Profile Features Limited 
									",Adventure,,,$1.99 
xry,,XieRongYao,"XieRongYao,XieRongYao","Adventure,Indie,Casual","Single-player,Profile Features Limited 
									","Adventure,Casual,Indie",,,$0.99 
blackout: the darkest night,,MiniChimera Game Studio,"MiniChimera Game Studio,MiniChimera Game Studio","Indie,Adventure,RPG,Lovecraftian,Choose Your Own Adventure,Horror,Story Rich,Atmospheric,Singleplayer,2D,Great Soundtrack,Psychological Horror,Visual Novel,Mystery,Choices Matter,Replay Value,Short,Hand-drawn,Drama,Multiple Endings","Single-player,Steam Achievements,Steam Cloud,Steam is learning about this game 
									","Adventure,Indie,RPG",,"Minimum:,OS:,Windows XP+,Processor:,1.4 Ghz,Memory:,1 GB RAM,Graphics:,Requires OpenGL 2.1,DirectX:,Version 9.0,Storage:,200 MB available space,Minimum:,OS:,OS X 10.7+,Processor:,1.4 Ghz,Memory:,1 GB RAM,Storage:,200 MB available space,Minimum:,OS:,Ubuntu 12.04 or later,Processor:,1.4 Ghz,Memory:,1 GB RAM,Storage:,200 MB available space",
trash story soundtrack,,КиКо,"КиКо,КиКо","Casual,Gore,Violent,Sexual Content","Single-player,Downloadable Content,Steam Achievements,Profile Features Limited 
									",Casual," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, Frequent Violence or Gore, General Mature Content  ",,$86.56 
liberated,,Atomic Wolf,"L.INC,Walkabout,L.INC,Walkabout","Indie,Comic Book,Platformer,Noir,Sci-fi,Hacking,Hand-drawn,Action,Adventure,Dystopian,Narration,Atmospheric,Visual Novel,Violent,Dark,Futuristic,Story Rich,Drama,Programming,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
									","Action,Adventure,Indie",,"Minimum:,OS:,Windows 7/8/10 64-bit,Processor:,3.2 GHz Dual Core Processor,Memory:,4 GB RAM,Graphics:,GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM,DirectX:,Version 11,Storage:,4 GB available space,Sound Card:,DirectX compatible",
recursive dragon,,GameChain,"GameChain,GameChain","Indie,Singleplayer,Adventure,Colorful,Exploration,Psychedelic,Atmospheric,Relaxing","Single-player,Steam Achievements,Profile Features Limited 
									",Indie,,,$9.99 
song of memories -for memories- dream 4 you solo music album,,"Future Tech Lab Co.,Ltd.","FTL Entertainment,FTL Entertainment","Adventure,Casual","Single-player,Downloadable Content,Steam Achievements,Steam Cloud,Profile Features Limited 
									","Adventure,Casual",,"Minimum:,Storage:,100 MB available space",$8.99 
song of memories -for memories- dream 4 you music album,,"Future Tech Lab Co.,Ltd.","FTL Entertainment,FTL Entertainment","Adventure,Casual","Single-player,Downloadable Content,Steam Achievements,Steam Cloud,Profile Features Limited 
									","Adventure,Casual",,"Minimum:,Storage:,100 MB available space",$8.99 
rpg maker mv - mystery music library vol.1,,TK.Projects,"Degica,Degica","Design & Illustration,Web Publishing","Downloadable Content,Steam Trading Cards","Design & Illustration,Web Publishing",,,$19.99 
tiger tank 59 ⅰ,,TigerQiuQiu,"TigerQiuQiu,TigerQiuQiu","Action,Indie,Strategy,Retro,Tanks,Bullet Hell,1980s,Shoot 'Em Up","Single-player,Partial Controller Support,Profile Features Limited 
									","Action,Indie,Strategy",,,$28.91 
children of morta,,Dead Mage,"11 bit studios,11 bit studios","Indie,Action,RPG,Adventure,Pixel Graphics,Rogue-like,Violent,Rogue-lite,Story Rich","Single-player,Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Stats","Action,Adventure,Indie,RPG", Mature Content Description  The developers describe the content like this:  This product contains fantasy violence.  ,,
jenny leclue - detectivu,,Mografi,"Mografi,Mografi","Adventure,Indie,Casual,Detective,Female Protagonist,Mystery,Atmospheric,Kickstarter,Story Rich,2D,Horror,Puzzle,Colorful,Exploration,Action,Cinematic,Emotional,Drama,Cartoon,Crime","Single-player,Full controller support,Profile Features Limited 
									","Action,Adventure,Casual,Indie",,,
fantasy grounds - devin night 104: heroic characters 19 (token pack),,"SmiteWorks USA, LLC",,"RPG,Indie,Strategy,Fantasy,Software,Utilities","Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content","Indie,RPG,Strategy",,"Minimum:,OS:,Windows 7x , 8x or 10x,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,DirectX:,Version 9.0c,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,a sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,Requirements vary by the add-ons installed and the number of players connecting to your game.,Minimum:,OS:,10.6.8 or newer,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,A sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,This product uses a wine wrapper to simplify installation",$4.99 
a year of rain,,Daedalic Entertainment,"Daedalic Entertainment,Daedalic Entertainment","Action,Strategy,RPG,RTS,Real-Time","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op","Action,RPG,Strategy",,"Minimum:,Requires a 64-bit processor and operating system,OS:,tba,Processor:,tba,Graphics:,tba",
saints row iv: game of the century edition,,Deep Silver Volition,"Deep Silver,Deep Silver","Action,Open World,Comedy,Adventure,Co-op,Funny,Third Person,Character Customization,Singleplayer,Aliens,Online Co-Op,Multiplayer,Third-Person Shooter,Shooter,Sandbox,Sci-fi,Masterpiece,Great Soundtrack,Female Protagonist,Nudity","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: General Mature Content  ","Minimum:,OS:,Windows Vista (x86 or x64),Processor:,Intel Core 2 Quad Q6600 | AMD Athlon II x3,Memory:,4 GB RAM,Graphics:,NVIDIA GTX 260 | AMD Radeon HD 5800 series,DirectX:,Version 10,Storage:,10 GB available space,Minimum:,OS:,Ubuntu 14.04.3 LTS or SteamOS Brewmaster,Processor:,Intel Core i3-2100 (3.1 GHz) or AMD Athlon II X4 645 AM3 (3.1 GHz),Memory:,4096 MB RAM,Graphics:,GeForce GT 440 (1024 MB) or Radeon HD 6670 (1024 MB),Storage:,10 GB available space,Additional Notes:,Recommended Graphics Drivers: Nvidia: 352, 355 or 358 series driver / AMD: AMD Catalyst (fglrx) 15.9 or better. MESA drivers and Intel Graphics are not currently supported.",$19.99 
obostar,,Josh Tam Universe,"OtakuMaker SARL,OtakuMaker SARL","Strategy,Action,Indie,Casual",Single-player,"Action,Casual,Indie,Strategy",,,$1.99 
deep space anomaly: soundtrack + art,,[DRM GMZ],,"Action,Indie","Single-player,Downloadable Content,Steam Achievements,Steam Cloud,Stats,Profile Features Limited 
									","Action,Indie",,,Free To Play
vega conflict - cavalier cutter pack,,KIXEYE,,"Strategy,Massively Multiplayer,Free to Play","Multi-player,MMO,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements","Free to Play,Massively Multiplayer,Strategy",,,$149.99 
vega conflict - paragon battleship pack,,KIXEYE,,"Strategy,Massively Multiplayer,Free to Play","Multi-player,Online Multi-Player,MMO,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements","Free to Play,Massively Multiplayer,Strategy",,,$149.99 
vega conflict - bastion cruiser pack,,KIXEYE,,"Strategy,Massively Multiplayer,Free to Play","Multi-player,MMO,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements","Free to Play,Massively Multiplayer,Strategy",,,$149.99 
city of thieves (fighting fantasy classics),,Tin Man Games,"Tin Man Games,Tin Man Games","RPG,Indie","Single-player,Downloadable Content,Steam Achievements,Profile Features Limited 
									","Indie,RPG",,,$3.99 
fantasy grounds - pathfinder rpg - reign of winter ap 1: the snows of summer (pfrpg),,"SmiteWorks USA, LLC",,"Strategy,RPG,Indie,Turn-Based,Fantasy,Software,Online Co-Op,Utilities,Party-Based RPG,Adventure","Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content","Indie,RPG,Strategy",,"Minimum:,OS:,Windows 7x , 8x or 10x,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,DirectX:,Version 9.0c,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,a sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,Requirements vary by the add-ons installed and the number of players connecting to your game.,Minimum:,OS:,10.6.8 or newer,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,A sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,This product uses a wine wrapper to simplify installation",$24.99 
forest ground tiling texture tutorial,,PurePolygons Inc.,,"Design & Illustration,Tutorial",,,,"Minimum:,OS:,Windows 7,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.,Minimum:,OS:,Mac OSX 10.7,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.,Minimum:,OS:,Linux Ubuntu 12.04 or later, SteamOS 2.20 or later,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.",$49.99 
follia - dear father,,Real Game Machine,"Destructive Creations,Destructive Creations","Action,Adventure,Indie,Gore,Violent,Nudity","Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie"," Mature Content Description  The developers describe the content like this:  Blood and gore in realistic graphics. Implied and occasionally displayed violence on human and human-like characters. Mutilated and dismembered bodies. Fear-inducing atmosphere, events and characters. Nudity.  ","Minimum:,OS:,WINDOWS 7, 8, 8.1, 10 (64-BIT Required),Processor:,Intel®Core i5-4460, 2.70GHz or AMD FX-6300 or better,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 760 or AMD Radeon R7 260x with 2 GB Video RAM,DirectX:,Version 11,Storage:,15 GB available space",
darq,,Unfold Games,"Unfold Games,Unfold Games","Action,Adventure,Indie,Horror,Singleplayer,Puzzle,Dark,Psychological Horror,Puzzle-Platformer,Great Soundtrack,Atmospheric,Side Scroller,3D,Story Rich,2.5D,Survival Horror,Stealth,Third Person,Beautiful","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam is learning about this game 
									","Action,Adventure,Indie"," Mature Content Description  The developers describe the content like this:  This game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Some Violence, General Mature Content.  ","Minimum:,OS:,Windows  7 / 8 / 10, 64-bits,Processor:,Intel Core i3-530,Memory:,4 GB RAM,Graphics:,Nvidia GTX 460",
grim tales: the vengeance collector's edition,,Elephant Games,"Big Fish Games,Big Fish Games","Adventure,Casual,Hidden Object",Single-player,"Adventure,Casual",,,$12.99 
astro,,BigGame,"BigGame,BigGame","Action,Indie,Adventure,Shoot 'Em Up,Bullet Hell,Pixel Graphics,Shooter,Great Soundtrack,Replay Value,2D,Difficult,Side Scroller,Controller,Arcade,Sci-fi,Singleplayer,Space,Rogue-lite,Rogue-like","Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie",,"Minimum:,OS:,Windows Vista,Processor:,Intel Core 2 Duo 1.8Ghz, AMD Athlon X2 64 2.4Ghz.,Memory:,4 GB RAM,Graphics:,256MB NVIDIA 7900 / 256MB ATI X1900,Storage:,1024 MB available space",
outbreak: epidemic,,Dead Drop Studios LLC,"Dead Drop Studios LLC,Dead Drop Studios LLC","Early Access,Action,Adventure,RPG,Indie,Early Access,Gore,Violent","Single-player,Multi-player,Online Multi-Player,Online Co-op,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie,RPG,Early Access"," Mature Content Description  The developers describe the content like this:  Outbreak: Epidemic features the usage of numerous firearms and melee weapons to fight off undead creatures. This violence includes blood, gore and other mature themes.  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Windows (7/8/10) 64-bit,Processor:,Core i3,Memory:,4 GB RAM,Graphics:,Geforce GTX 750 TI / AMD Radeon R9 270X,DirectX:,Version 9.0c,Network:,Broadband Internet connection,Storage:,5 GB available space,Sound Card:,Integrated,Additional Notes:,Plays best with an Xbox One gamepad",
fancy skiing: speed,,Hash Technology,"Hash Technology,Hash Technology","Sports,Adventure,VR","Single-player,Steam is learning about this game 
									","Adventure,Sports",,,$9.99 
死亡旅店 / death inn,,橙光游戏,"橙光游戏,橙光游戏","Casual,Indie,RPG,Adventure,Strategy,Visual Novel,Story Rich,Female Protagonist","Single-player,Steam Achievements,Steam is learning about this game 
									","Adventure,Casual,Indie,RPG,Strategy",,"Minimum:,OS:,windowsXP,Vista,7,8,10,Processor:,1Ghz or faster processor,Graphics:,512MB VRAM,Storage:,1 GB available space",
born of fire,,Leaf Boat Studio,"Leaf Boat Studio,Leaf Boat Studio","Early Access,Early Access,Strategy,RPG,Indie,Card Game,Rogue-like,PvP,Adventure,Singleplayer,Multiplayer,Replay Value,Rogue-lite,Fantasy,2D","Single-player,Multi-player,Online Multi-Player,Steam Achievements,In-App Purchases,Steam is learning about this game 
									","RPG,Strategy,Early Access",,,
jump king - soundtrack,,Nexile,"Nexile,Nexile","Action,Adventure,Indie","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam is learning about this downloadable content 
									","Action,Adventure,Indie",,,$4.99 
pum,,IDALGAME,"IDALGAME,IDALGAME",Design & Illustration,"Steam is learning about this software 
									",Design & Illustration,,,
love is in the space,,Elias Wick,"Elias Wick,Elias Wick",Adventure,"Single-player,Steam is learning about this game 
									",Adventure,,,$7.99 
electrician simulator,,DueKing,"Ultimate Games S.A.,Gaming Factory S.A.,Ultimate Games S.A.,Gaming Factory S.A.","Simulation,Education,Building,Relaxing,First-Person,VR,Adventure,Realistic,Family Friendly,Strategy,Base Building,Economy,Management,Design & Illustration,Sandbox,Casual,Singleplayer,Indie,Puzzle,Destruction","Single-player,Steam Cloud,Steam is learning about this game 
									","Adventure,Simulation",,"Minimum:,OS:,Windows 7 (64-bit) or newer,Processor:,Intel Core i3 3,20GHz / AMD Phenom II X4 955 3,2 GHz,Memory:,4 GB RAM,Graphics:,GeForce GTX 560 / AMD R7-260X,DirectX:,Version 9.0c,Storage:,4 GB available space,Sound Card:,DirectX compatible",
hippocampus,,Cristian Gambadori,"Cristian Gambadori ,Cristian Gambadori ","Gore,Action,Indie,Violent,Adventure,Gothic,Difficult,Controller,Great Soundtrack,Singleplayer,Supernatural,3D Platformer,Hack and Slash,Third Person,Dark Fantasy,Atmospheric,Spectacle fighter,Character Action Game,Horror,Beat 'em up","Single-player,Partial Controller Support,Steam is learning about this game 
									","Action,Adventure,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,Additional Notes:,System requirements coming soon",
cris tales,,"Dreams Uncorporated,SYCK","Modus Games,Modus Games","Adventure,RPG,Action,JRPG,Female Protagonist,Singleplayer,Turn-Based Combat","Single-player,Partial Controller Support","Action,Adventure,RPG",,"Minimum:,OS:,OS Version: windows 7,Processor:,Intel Core at 2.5Ghz or AMD equivalent,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce GTX 650 Ti (2GB) or equivalent,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,6 GB available space,Additional Notes:,Medium Settings",Enjoy the Demo today!
spark,,Thinking Bottle Games,"Thinking Bottle Games,Thinking Bottle Games","Early Access,Free to Play,Strategy,Indie,Early Access,MOBA","Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam is learning about this game 
									","Free to Play,Indie,Strategy,Early Access",,,
